,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,updateTimeStamp,updateYear,address,geolatitude,geolongitude,latitude,longitude
6133,1005530,Potomac Village Farmers Market,http://www.potomacvillagefarmersmarket.net,https://www.facebook.com/pages/Potomac-Village-Farmers-Market/296661949873?ref=br_tf,https://twitter.com/PVFM1,,,9908 S. Glen Rd.,Potomac,Montgomery,Maryland,20854,05/01/2014 to 10/31/2014,Thu: 2:00 PM-6:30 PM;,,,,,,,-77.204468,39.026635,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,5/13/14 21:41,2014-05-13 21:41:00,2014,"9908 S. Glen Rd., Potomac, Maryland 20854",39.02670139948127,-77.20426019650502,39.02670139948127,-77.20426019650502
6134,1010842,Potsdam Farmers Market,http://thepotsdamfarmersmarket.org,https://www.facebook.com/thepotsdamfarmersmarket,,,,Ives Park,Potsdam ,St. Lawrence,New York,13676,05/09/2015 to 10/31/2015,Wed: 9:00 AM-2:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,-74.98501329999999,44.6660049,,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,2/23/15 21:23,2015-02-23 21:23:00,2015,"Ives Park, Potsdam , New York 13676",44.6669675,-74.98590160830861,44.6669675,-74.98590160830861
6135,1005145,Pottawatomie County Farmers CO-OP Market,http://www.pottcomarket.com,,,,,39908 Hardesty Rd.,Shawnee,Pottawatomie,Oklahoma,74801,April to October,Wed:8:00 am - 2:00 pm;Sat:8:00 am - 2:00 pm;,,,,,,,-96.9657,35.3043,Private business parking lot,N,N,Y,Y,N,-,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/28/11 23:50,2011-04-28 23:50:00,2011,"39908 Hardesty Rd., Shawnee, Oklahoma 74801",35.3042118,-96.9344209,35.3042118,-96.9344209
6136,1010266,Potter County Farmers' Market,,,,,,"Cole Memorial Hospital, 1001 E. 2nd St.",Coudersport borough,Potter,Pennsylvania,16915,06/16/2014 to 12/15/2014,Mon: 2:00 PM-4:30 PM;,,,,,,,-77.978959,41.772515000000006,Healthcare Institution,Y,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/2/14 10:52,2014-06-02 10:52:00,2014,"Cole Memorial Hospital, 1001 E. 2nd St., Coudersport borough, Pennsylvania 16915",,,41.772515000000006,-77.978959
6137,1007113,POTTSTOWN FARM MARKET,,,,,,"300 High Street Pottstown, PA 19464",Pottstown,Montgomery County,Pennsylvania,,,,,,,,,,-75.6473,40.2449,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,,46.3144754,11.0480288,40.2449,-75.6473
6138,1007090,Pottsville Farmers Market,,,,,,Arch St.,Pottsville,Schuylkill,Pennsylvania,17901,,,,,,,,,-76.1947,40.6867,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Arch St., Pottsville, Pennsylvania 17901",40.6822083,-76.2051205,40.6822083,-76.2051205
6139,1005610,Poughkeepsie Farmers' Market,http://www.farmproject.org/market,,,,,Pulaski Park on Washington Street,Poughkeepsie,Dutchess,New York,12601,June to October,Fri:2:00 PM - 6:00 PM;,,,,,,,-73.930864,41.712841,Other,Y,Y,N,N,Y,-,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/1/12 13:47,2012-05-01 13:47:00,2012,"Pulaski Park on Washington Street, Poughkeepsie, New York 12601",,,41.712841,-73.930864
6140,1017978,Poughkeepsie Waterfront Market,http://mhcm.org/visit/poughkeepsie-waterfront-market,facebook.com/POKWaterfrontMarket/,,,instagram.com/poughkeepsiewaterfrontmarket/,75 North Water St.,Poughkeepsie,Dutchess,New York,12601,06/05/2017 to 10/23/2017,Mon: 4:00 PM-7:30 PM;,,,,,,,-73.94001,41.709078999999996,,Y,Y,N,N,Y,-,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/5/17 16:47,2017-05-05 16:47:00,2017,"75 North Water St., Poughkeepsie, New York 12601",41.70881765,-73.93917545658218,41.70881765,-73.93917545658218
6141,1012490,Poulsbo Farmers Market,http://www.poulsbofarmersmarket.org,https://www.facebook.com/PoulsboFarmersMarket/,,,https://www.instagram.com/poulsbofm/,19540 Front St NE,Poulsbo,Kitsap,Washington,98370,04/02/2016 to 12/17/2016,Sun: 9:00 AM-2:00 PM;,,,,,,,-122.649224,47.740460999999996,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,7/12/16 13:20,2016-07-12 13:20:00,2016,"19540 Front St NE, Poulsbo, Washington 98370",47.74042732927596,-122.64934903140724,47.74042732927596,-122.64934903140724
6142,1006320,Poultney Farmers Market,http://www.vtfarmersmarket.org,,,,,Main St.,Poultney,Rutland,Vermont,5764,June to October,Thu:9:00 AM - 2:00 PM;,,,,,,,-73.23610500000001,43.517755,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/30/12 21:29,2012-04-30 21:29:00,2012,"Main St., Poultney, Vermont 5764",43.5170265,-73.2345851,43.5170265,-73.2345851
6143,1008447,Powell Chamber of Commerce Farmers Market,,https://www.facebook.com/PowellChamberFarmersMarket,,,,50 S. Liberty Street,Powell,Delaware,Ohio,43065,05/10/2014 to 10/11/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.07484079999999,40.156981099999996,Private business parking lot,Y,N,N,Y,N,-,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/22/14 12:26,2014-04-22 12:26:00,2014,"50 S. Liberty Street, Powell, Ohio 43065",40.15725147478489,-83.07494803388872,40.15725147478489,-83.07494803388872
6144,1006121,Powell County Farmers Market,,,,,,Highway 15,Clay City,Powell,Kentucky,40312,,,,,,,,,-83.9343,37.8648,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Highway 15, Clay City, Kentucky 40312",,,37.8648,-83.9343
6145,1005072,Powell Farmers Market,,,,,,"Road 14A, west side of town, Pamida parking lot",Powell,Park,Wyoming,82435,,,,,,,,,-108.757,44.7538,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Road 14A, west side of town, Pamida parking lot, Powell, Wyoming 82435",,,44.7538,-108.757
6146,1001614,Powers Lake Farmers Market,,,,,,160 Main Street,Powers Lake. ND,Burke,North Dakota,58773,July to September,Sat:9:00 am - 11:00 am;,,,,,,,-102.647,48.5624,Local government building grounds,N,N,N,N,N,-,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/16/11 10:40,2011-05-16 10:40:00,2011,"160 Main Street, Powers Lake. ND, North Dakota 58773",48.56222457142857,-102.64662781632653,48.56222457142857,-102.64662781632653
6147,1012082,Powers Park Farmers Market,http://www.farmtocity.org,https://www.facebook.com/FarmToCity/,,,,Almond and Ann Streets,Philadelphia ,Philadelphia,Pennsylvania,19134,05/19/2016 to 11/17/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-75.109463,39.98254,,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/28/16 15:57,2016-06-28 15:57:00,2016,"Almond and Ann Streets, Philadelphia , Pennsylvania 19134",,,39.98254,-75.109463
6148,1012021,Powers Spalding Farmers Market,http://psfarmersmarket.com/,https://www.facebook.com/PowersSpaldingFarmersMarket/,,,,N16087 Main St.,Powers,Menominee,Michigan,49874,06/05/2016 to 10/30/2016,Sun: 9:00 AM-4:00 PM;,,,,,,,-87.518173,45.694752,,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/23/16 17:00,2016-06-23 17:00:00,2016,"N16087 Main St., Powers, Michigan 49874",,,45.694752,-87.518173
6149,1012579,Powhatan Farmers Market,http://www.powhatanfarmersmarket.com,Powhatan Farmers Market,,,,2470 Anderson Hwy,Powhatan,Powhatan,Virginia,23139,05/05/2016 to 10/27/2016,Thu: 4:00 PM-7:00 PM;,,,,,,,-77.817293,37.522265999999995,,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,7/14/16 12:19,2016-07-14 12:19:00,2016,"2470 Anderson Hwy, Powhatan, Virginia 23139",37.5221397,-77.8179711,37.5221397,-77.8179711
6150,1002922,Poynette Area Farmers Market,,https://www.facebook.com/pages/Poynette-Area-Farmers-Market/125612187478803,,,,South Main Street,Poynette,Columbia,Wisconsin,53955,05/10/2014 to 09/27/2014,Sat: 8:00 AM-11:00 AM;,,,,,,,-89.40309,43.389924,Local government building grounds,N,Y,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,3/31/14 15:54,2014-03-31 15:54:00,2014,"South Main Street, Poynette, Wisconsin 53955",43.3852943,-89.402677,43.3852943,-89.402677
6151,1002653,Prairie City Farmers Market,,,,,,Garden Square,Prairie City,Jasper,Iowa,50228,,,,,,,,,-93.2359,41.5979,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Garden Square, Prairie City, Iowa 50228",,,41.5979,-93.2359
6152,1012648,Prairie Street Farmers Market,,Prairie Street Farmers Market,,,,312 W Blackhawk. Ave,Prairie du Chien ,Crawford,Wisconsin,53821,05/07/2016 to 10/15/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-91.149952,43.05166,,Y,Y,N,N,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,7/15/16 12:33,2016-07-15 12:33:00,2016,"312 W Blackhawk. Ave, Prairie du Chien , Wisconsin 53821",43.051402076637935,-91.15171614418335,43.051402076637935,-91.15171614418335
6153,1016905,Prairie Township Farmer's Market,http://www.prairietownship.org/219/Farmers-Market,,,,,5955 West Broad St.,Galloway,Franklin,Ohio,43119,06/05/2017 to 09/25/2017,Mon: 4:00 PM-7:00 PM;,,,,,,,-83.1589077,39.950292600000004,,Y,N,N,N,Y,-,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,4/5/17 18:40,2017-04-05 18:40:00,2017,"5955 West Broad St., Galloway, Ohio 43119",,,39.950292600000004,-83.1589077
6154,1008677,Prairie Township Natural Products,http://www.prairietownshipproducts.com ,,,,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=402,105 Kern Road,Middletown,Montgomery,Missouri,63359,,,,,,,,,-91.447156,39.091153000000006,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/13 15:19,2013-06-27 15:19:00,2013,"105 Kern Road, Middletown, Missouri 63359",,,39.091153000000006,-91.447156
6155,1006909,Prattsburgh's Sustainable Farmers Market,,https://www.facebook.com/pages/Prattsburgh-Farmers-Market/214315745259298,,,, Main st,Prattsburgh,Steuben,New York,14873,06/01/2013 to 09/14/2013,Sat: 10:00 AM-1:00 PM;,,,,,,,-77.289063,42.5202059,Local government building grounds,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,4/23/14 10:33,2014-04-23 10:33:00,2014," Main st, Prattsburgh, New York 14873",,,42.5202059,-77.289063
6156,1006225,Prattville  Autauga Farmers Market,http://www.aces.edu/counties/Autauga/,,,,,157 North Memorial Drive,Prattville,Autauga,Alabama,36067,June to August,Tue:3:00 pm - 6:00 pm;Sat:7:00 am - 11:00 am;,,,,,,,-86.4523,32.4693,Private business parking lot,N,N,N,N,N,-,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/21/11 15:50,2011-04-21 15:50:00,2011,"157 North Memorial Drive, Prattville, Alabama 36067",32.469292568034454,-86.45127978192639,32.469292568034454,-86.45127978192639
6157,1010743,PRC Newtown Square Farmers' Market,http://www.newtownsquarefarmersmarket.com,www.facebook.com/newtownsquarefarmersmarket,,,,4033 West Chester Pike,Newtown Square,Delaware,Pennsylvania,19073,05/25/2016 to 09/28/2016,Wed: 2:00 PM-6:00 PM;,,,,,,,-75.42128199999999,39.98365,,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,6/28/16 13:43,2016-06-28 13:43:00,2016,"4033 West Chester Pike, Newtown Square, Pennsylvania 19073",39.9861022,-75.4094439,39.9861022,-75.4094439
6158,1001230,Prentiss County Farmers Market,,,,,,2301 N. Second St.,Booneville,Prentiss,Mississippi,38829,,,,,,,,,-88.5606,34.6955,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"2301 N. Second St., Booneville, Mississippi 38829",,,34.6955,-88.5606
6159,1018593,Presbyterian Church of the Master Sunday Garden Mart,,,,,,10710 Corby Circle,Omaha,Douglas,Nebraska,68164,06/04/2017 to 10/29/2017,Sun: 9:00 AM-12:00 PM;,,,,,,,-96.078236,41.285137,,Y,N,N,N,N,-,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/6/17 21:21,2017-07-06 21:21:00,2017,"10710 Corby Circle, Omaha, Nebraska 68164",41.284901950000005,-96.0781888522884,41.284901950000005,-96.0781888522884
6160,1010947,Prescott Farmers Market,http://prescottfarmersmarket.org,https://www.facebook.com/prescottfarmersmarket,https://twitter.com/prescottfarmers,,http://instagram.com/prescottfarmersmarket,1100 E Sheldon Street,Prescott,Yavapai,Arizona,86301,05/07/2016 to 10/29/2016,Sat: 7:30 AM-12:00 PM;,,,,,,,-112.45300300000001,34.546291,,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,9/14/16 11:25,2016-09-14 11:25:00,2016,"1100 E Sheldon Street, Prescott, Arizona 86301",34.54519939828411,-112.45592463465582,34.54519939828411,-112.45592463465582
6161,1010948,Prescott Farmers Market,http://prescottfarmersmarket.org,http://www.facebook.com/prescottfarmersmarket,http://twitter.com/prescottfarmers,,http://instagram.com/prescottfarmersmarket,930 Division St,Prescott,Yavapai,Arizona,86301,11/07/2015 to 04/30/2016,Sat: 10:00 AM-1:00 PM;,,,,,,,-112.47948400000001,34.557867,,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,9/14/16 11:25,2016-09-14 11:25:00,2016,"930 Division St, Prescott, Arizona 86301",34.55749663020851,-112.47927115143844,34.55749663020851,-112.47927115143844
6162,1002428,Presque Isle Farmers Market,,https://www.facebook.com/pages/Presque-Isle-Farmers-Market/131173776960954,,,,Aroostook Center Mall,Presque Isle,Aroostook,Maine,4769,05/11/2013 to 11/02/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-68.0093,46.70061,Private business parking lot,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/14/14 15:32,2014-03-14 15:32:00,2014,"Aroostook Center Mall, Presque Isle, Maine 4769",46.6985211,-68.00385235900421,46.6985211,-68.00385235900421
6163,1005921,Preston Farmers Market,,,,,,Twogood Park off Highway 64,Preston,Jackson,Iowa,52069,,,,,,,,,-90.4115,42.0585,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Twogood Park off Highway 64, Preston, Iowa 52069",,,42.0585,-90.4115
6164,1007509,Preston FarmersÛª Market,,,,,,#1 Route 164,Preston,New London,Connecticut,,,,,,,,,,-71.9841,41.4881,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,,46.3144754,11.0480288,41.4881,-71.9841
6165,1003228,Priest River Farmer's and Flea Market,,,,,,1015 Aleni Hwy,Priest River,Bonner,Idaho,83856,,,,,,,,,-116.90799999999999,48.1844,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"1015 Aleni Hwy, Priest River, Idaho 83856",,,48.1844,-116.90799999999999
6166,1005681,Primghar Farmers Market,,,,,,Courthouse Square,Primghar,O'Brien,Iowa,51245,,,,,,,,,-95.6269,43.0853,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Courthouse Square, Primghar, Iowa 51245",43.0866439,-95.6275098,43.0866439,-95.6275098
6167,1008314,Prince George County Farmer's Market,http://www.princegeorgeva.org,,,,,6380 Scott Park Road,Prince George ,Prince George,Virginia,23875,05/11/2013 to 10/12/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-77.287352,37.224441,Local government building grounds,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/21/13 16:14,2013-06-21 16:14:00,2013,"6380 Scott Park Road, Prince George , Virginia 23875",,,37.224441,-77.287352
6168,1008002,Prince George Farmers Market,http://www.princegeorgeva.org/Index.aspx?page=808,,,,,3rd Avenueand George Street,Prince George,,Virginia,23875,,,,,,,,,-77.8623,39.2939,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/12/12 16:49,2012-07-12 16:49:00,2012,"3rd Avenueand George Street, Prince George, Virginia 23875",,,39.2939,-77.8623
6169,1006908,Princess Anne Farmers' Market,,,,,,Manokin River Park near Somerset and Broad Streets,Marion Station,Somerset County,Maryland,,,,,,,,,,-75.7708,38.0393,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,,46.3144754,11.0480288,38.0393,-75.7708
6170,1012388,Princeton Farmers and Artisans Market,,Princeton Farmers and Artisans Market,,,,67 West Street,Princeton,Washington,Maine,4668,06/02/2016 to 09/29/2016,Thu: 3:00 PM-5:00 PM;,,,,,,,-67.57199,45.22101,,Y,Y,Y,N,Y,-,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/10/16 17:22,2016-07-10 17:22:00,2016,"67 West Street, Princeton, Maine 4668",45.1889565,-67.5906637,45.1889565,-67.5906637
6171,1005503,Princeton Farmers Market,,,,,,Corner of Brumfield and Embree,Princeton,Gibson,Indiana,47670,,,,,,,,,-87.5757,38.3589,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Corner of Brumfield and Embree, Princeton, Indiana 47670",,,38.3589,-87.5757
6172,1018363,Princeton Farmers Market,http://Pzfarmersmarket.org,Princeton-Zimmerman Farmers' Market ,,,,111 Rum River Drive,Princeton ,Mille Lacs,Minnesota,55371,05/06/2017 to 10/28/2017,Sat: 8:30 AM-12:00 PM;,,,,,,,-93.57997399999999,45.568473,,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/22/17 20:03,2017-06-22 20:03:00,2017,"111 Rum River Drive, Princeton , Minnesota 55371",,,45.568473,-93.57997399999999
6173,1003027,Princeton Farmers' Market,http://www.princetonfarmersmarket.com,https://www.facebook.com/PFMarket,,,,"Hinds Plaza, 55 Witherspoon St",Princeton,Mercer,New Jersey,8542,05/15/2014 to 11/20/2014,Thu: 11:00 AM-4:00 PM;,12/11/2014 to 04/16/2015,Thu: 11:00 AM-5:00 PM;,,,,,-74.6605145,40.3514776,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,8/5/14 16:15,2014-08-05 16:15:00,2014,"Hinds Plaza, 55 Witherspoon St, Princeton, New Jersey 8542",,,40.3514776,-74.6605145
6174,1003763,Princeton Farmers' Market,,https://www.facebook.com/PrincetonFarmersMarket,,,,935 North Main Street,Princeton,Bureau,Illinois,61356,05/24/2014 to 10/25/2014,Tue: 3:00 PM-6:00 PM;Sat: 8:30 AM-2:00 PM;,,,,,,,-89.464793,41.384158,Local government building grounds,N,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/22/14 12:21,2014-04-22 12:21:00,2014,"935 North Main Street, Princeton, Illinois 61356",41.3798161,-89.4650542,41.3798161,-89.4650542
6175,1010239,Princeton's Farm to Fork Farmer's Market,,,,,,"400 S. Fulton St., Hwy 23/73",Princeton ,Green Lake,Wisconsin,54968,05/21/2014 to 10/15/2014,Wed: 2:00 PM-6:00 PM;,,,,,,,-89.124066,43.846902,Other,N,N,N,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,5/27/14 10:50,2014-05-27 10:50:00,2014,"400 S. Fulton St., Hwy 23/73, Princeton , Wisconsin 54968",,,43.846902,-89.124066
6176,1003342,Prineville Farmers' Market,,https://www.facebook.com/pages/Prineville-Farmers-Market/123633747675731,,,,Third and Elm Street,Prineville,Crook,Oregon,97754,07/22/2015 to 08/26/2015,Wed: 4:00 PM-7:30 PM;,,,,,,,-120.84223349999999,44.3029189,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/19/15 16:28,2015-03-19 16:28:00,2015,"Third and Elm Street, Prineville, Oregon 97754",,,44.3029189,-120.84223349999999
6177,1002501,Printer's Row (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,,,,,Dearborn & Polk (36W - 800S) Parking lot,Chicago,Cook,Illinois,60602,,,,,,,,,-87.6292,41.8723,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Dearborn & Polk (36W - 800S) Parking lot, Chicago, Illinois 60602",,,41.8723,-87.6292
6178,1002923,Proctor Farmers' Market,http://www.proctorfarmersmarket.com,,,,,North 27th between Proctor and Madison,Tacoma,Pierce,Washington,98417,March to December,Sat:9:00 AM - 2:00 PM;,,,,,,,-122.48955500000001,47.27195,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,5/9/12 10:26,2012-05-09 10:26:00,2012,"North 27th between Proctor and Madison, Tacoma, Washington 98417",,,47.27195,-122.48955500000001
6179,1012609,Produce in the Park,,produceinthepark,,,,10 West 7th Street,Atlantic ,Cass,Iowa,50022,06/02/2016 to 09/29/2016,Thu: 4:30 PM-6:30 PM;,,,,,,,-95.013901,41.404685,,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,7/14/16 15:47,2016-07-14 15:47:00,2016,"10 West 7th Street, Atlantic , Iowa 50022",41.40406,-95.021802,41.40406,-95.021802
6180,1011216,Project HOPE Farm Stand,,,,,,92 Conkey Avenue,Rochester,Monroe,New York,14621,07/08/2015 to 09/02/2015,Wed: 4:00 PM-7:00 PM;,,,,,,,-77.619333,43.174948,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/15 9:27,2015-06-08 09:27:00,2015,"92 Conkey Avenue, Rochester, New York 14621",43.175014125,-77.61951225,43.175014125,-77.61951225
6181,1004395,PROSSER FARMERS MARKET,http://www.prosserfarmersmarket.com,https://www.facebook.com/prosserfarmersmarket,,,,1329 SOMMERS AVE,PROSSER,Benton,Washington,99350,05/02/2015 to 10/31/2015,Sat: 8:00 AM-12:00 PM;,11/07/2015 to 04/16/2016,Sat: 9:00 AM-12:00 PM;,,,,,-119.7653,46.20446,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,7/27/15 12:47,2015-07-27 12:47:00,2015,"1329 SOMMERS AVE, PROSSER, Washington 99350",46.20471523316197,-119.76480064231019,46.20471523316197,-119.76480064231019
6182,1005919,Protivin Farmers Market,,,,,,Main Street,Protivin,Howard,Iowa,52163,,Wed: 2:30 PM-5:00 PM;,,,,,,,-92.09093,43.215719,Local government building grounds,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/13 11:28,2013-06-17 11:28:00,2013,"Main Street, Protivin, Iowa 52163",43.2160819,-92.0910012,43.2160819,-92.0910012
